epoch,loss,accuracy,val_loss,val_accuracy,
1,1.8059900167376497,0.4356948612153038,2.3042306900024414,0.1579861111111111,
2,1.508643441422041,0.4973509002250563,2.2968125343322754,0.1545138888888889,
3,1.4869634107101795,0.5013304107276819,2.55967124303182,0.15364583333333334,
4,1.4779030417287073,0.501898912228057,2.4924694299697876,0.15668402777777776,
5,1.48427111326262,0.49848790322580644,2.6309411923090615,0.1545138888888889,
6,1.4600480767183526,0.5013304107276819,2.4954787492752075,0.15668402777777776,
7,1.4348767247310905,0.501898912228057,2.4798742532730103,0.15581597222222224,
8,1.4467459695283758,0.4957157258064516,2.3094005584716797,0.15711805555555555,
9,1.4268376550009085,0.49621389722430603,2.351436138153076,0.15668402777777776,
10,1.4115524846454,0.49987692235558895,2.4686282873153687,0.15538194444444445,
11,1.4070907803468926,0.49962490622655664,2.2105719248453775,0.15668402777777776,
12,1.4031711179156636,0.49905640472618157,2.3589851458867392,0.15668402777777776,
13,1.4313856086065604,0.5001934077269318,2.5251524448394775,0.15625,
14,1.4059873763905015,0.4966007126781696,2.1869519352912903,0.1618923611111111,
15,1.340518410815749,0.5222711927981996,2.143415411313375,0.24305555555555555,
16,1.326828160951304,0.5254243248312078,2.288578232129415,0.24088541666666666,
17,1.295086195302564,0.5280382595648913,2.302012244860331,0.2612847222222222,
18,1.3430642166803048,0.5124777288072018,2.0468690594037375,0.2556423611111111,
19,1.288214043129322,0.5352353713428357,2.0298056403795877,0.2786458333333333,
20,1.2429124338682307,0.5443431170292573,1.8204950491587322,0.3459201388888889,
21,1.2284517648608186,0.5498640285071268,2.242505153020223,0.26171875,
22,1.2147817778032879,0.5511827175543885,2.421496272087097,0.2660590277777778,
23,1.2510621104129525,0.545866935483871,2.424028158187866,0.22352430555555555,
24,1.210085009419641,0.5531988465866466,1.8173778255780537,0.3415798611111111,
25,1.1938075243040573,0.5585146286571643,1.9584200779596965,0.33637152777777773,
26,1.2197893594586573,0.546089647411853,1.862497607866923,0.3012152777777778,
27,1.178025065466415,0.5631271099024756,1.9566799600919087,0.3428819444444444,
28,1.163812217324279,0.5687359339834959,1.8282631834348042,0.3224826388888889,
29,1.1642824577730755,0.5647153975993998,2.0130181908607483,0.3029513888888889,
30,1.1573638846707899,0.5736649006001501,1.8365442951520283,0.3485243055555556,
31,1.1385315102200175,0.5789513784696174,1.9364317258199055,0.3728298611111111,
32,1.1249206592870313,0.5930642816954238,1.7409233848253887,0.3841145833333333,
33,1.1322520181190137,0.5885397130532634,1.7805108626683552,0.4045138888888889,
34,1.094203136688055,0.5949631939234808,1.8358530203501384,0.36284722222222227,
35,1.0788804320401923,0.6041178263315828,2.0783499677975974,0.3268229166666667,
36,1.101441157418628,0.6066379876219055,1.6838852365811665,0.4010416666666667,
37,1.0730711374171944,0.6131786852963241,1.9992949962615967,0.3893229166666667,
38,1.122042983077293,0.6074585052513128,1.9346731503804524,0.36371527777777773,
39,1.0793344711148463,0.6148841897974494,1.9978727300961812,0.3528645833333333,
40,1.0434851369192435,0.6283289572393098,1.8076867659886677,0.39019097222222227,
