epoch,loss,accuracy,val_loss,val_accuracy,
1,1.3053263692262536,0.5265832784726794,1.7224153439203898,0.38448484848484854,
2,1.1144320876916982,0.5895720868992761,1.8075449824333192,0.4227878787878789,
3,1.0470937446515132,0.6128768926925611,1.6582379400730134,0.4375757575757576,
4,1.0116110765439574,0.6307307439104676,1.5588690976301829,0.48145454545454547,
5,0.9835456046640598,0.6402633311389078,1.5081925491491954,0.4955151515151516,
6,0.9612192951039784,0.6491902567478606,1.686580208937327,0.4475151515151515,
7,0.9241608455433824,0.6603554970375253,1.567310663064321,0.5215757575757576,
8,0.9254834272894442,0.6556155365371957,1.6453574707110723,0.4928484848484849,
9,0.8975524754018828,0.6747333772218569,1.6265715082486472,0.5015757575757575,
10,0.8791214127419731,0.6787886767610274,1.7843436380227407,0.4717575757575759,
11,0.8826816113588447,0.6796050032916395,1.482896335919698,0.5372121212121211,
12,0.8471835832442006,0.690401579986834,1.5006100058555603,0.5255757575757575,
13,0.8326126451041841,0.686530612244898,1.5713710983594258,0.48593939393939395,
14,0.8349901510548482,0.6901909150757082,1.6225604951381682,0.49575757575757584,
15,0.8228622744984341,0.7019881500987494,1.5487589557965598,0.5398787878787878,
16,0.7965119750268997,0.7062541145490459,1.7147214273611704,0.5284848484848484,
17,0.8006981337949428,0.7036471362738644,1.5446377317110698,0.524848484848485,
18,0.7801319800214284,0.7102040816326537,1.465555057922999,0.5538181818181817,
19,0.7909825370059035,0.7086240947992104,1.6505533138910928,0.521818181818182,
20,0.7797353152305849,0.7183673469387756,1.510757138331731,0.5575757575757575,
21,0.7602416308519477,0.7159447004608298,1.8186294515927632,0.4837575757575758,
22,0.7418776835714068,0.7274522712310736,1.4795535385608674,0.5705454545454546,
23,0.7379578038844096,0.7196840026333114,1.621387255191803,0.5442424242424243,
24,0.734127543763631,0.7220013166556951,1.522196990251541,0.5684848484848484,
25,0.7284626874231523,0.7213166556945365,1.571436482667923,0.5444848484848486,
26,0.6975104217567751,0.7360105332455563,1.6611856023470561,0.5454545454545455,
27,0.6979462198123404,0.7400658327847267,1.6214738667011261,0.5379393939393939,
28,0.6912348193507041,0.7427518104015809,1.7688589016596477,0.5121212121212121,
29,0.6720826690372783,0.7469124423963136,1.9636420528093974,0.4835151515151514,
30,0.6472464924858462,0.7581303489137592,1.651677385965983,0.5128484848484848,
31,0.6547613667178264,0.7526003949967092,1.7595506370067597,0.5244848484848486,
32,0.6635340413739604,0.7501777485187626,1.5305538753668466,0.5488484848484848,
33,0.6489433057022534,0.7518630678077688,1.598144680261612,0.563878787878788,
34,0.6413954968826012,0.7561290322580646,1.8586790323257447,0.5334545454545456,
35,0.6216797473655867,0.7663462804476636,1.7851100822289785,0.5521212121212121,
36,0.6222054068393971,0.7650559578670181,1.9298029561837515,0.5187878787878787,
37,0.6178231673306583,0.7648452929558922,1.6196969131628671,0.558909090909091,
38,0.6332011698028459,0.7592363396971697,1.7382304092248282,0.5322424242424243,
39,0.5969472979345629,0.7749045424621466,1.732505319515864,0.5541818181818183,
40,0.577929142982729,0.7870704410796581,1.8717101534207663,0.5421818181818183,
