epoch,loss,accuracy,val_loss,val_accuracy,
1,1.5799464327948434,0.4722959183673469,2.693959593772888,0.21698529411764705,
2,1.3545504318816322,0.5287499999999999,2.9539257287979126,0.1703676470588235,
3,1.3271237484046392,0.513265306122449,2.326527714729309,0.2525,
4,1.2754607796669006,0.5253826530612246,2.1592495441436768,0.24448529411764705,
5,1.230865282671792,0.544438775510204,1.8609654009342194,0.28919117647058823,
6,1.267886949437005,0.523341836734694,2.0652052462100983,0.29463235294117646,
7,1.128126819218908,0.5818622448979592,2.682248115539551,0.26823529411764707,
8,1.1184382757970266,0.5770153061224489,2.9008325338363647,0.2225,
9,1.0643087412629808,0.6089030612244899,2.8563910126686096,0.28764705882352937,
10,1.0347023499863488,0.6218367346938776,2.244391977787018,0.3022794117647059,
11,0.8954607461180005,0.689515306122449,3.2194624543190002,0.25286764705882353,
12,0.9297252020665577,0.6797959183673469,2.4653428196907043,0.3074264705882353,
13,1.088163509964943,0.6159438775510203,2.3097790479660034,0.3205882352941176,
14,0.938360469681876,0.6676530612244899,2.3356412649154663,0.2635294117647059,
15,0.658996972654547,0.7711479591836735,2.490785300731659,0.3079411764705883,
16,0.49358382714646204,0.8370408163265307,2.547625780105591,0.27558823529411763,
17,0.5297231929642814,0.8186479591836736,3.1701491475105286,0.33588235294117647,
18,0.6012174646769252,0.8027551020408163,3.791041612625122,0.3069852941176471,
19,0.5698457626359803,0.8074489795918367,9.059213876724243,0.15698529411764706,
20,0.6482145328606878,0.786734693877551,4.19964075088501,0.29463235294117646,
21,0.6597060241869518,0.7789030612244899,3.292090117931366,0.35301470588235295,
22,0.4485545020018305,0.8419387755102041,4.1921913623809814,0.2691176470588235,
23,0.44805570798260824,0.8448724489795919,3.2038503289222717,0.3295588235294118,
24,0.46475789110575405,0.8471428571428571,2.7175479531288147,0.3476470588235294,
25,0.22073243957545077,0.9332142857142857,4.3306543827056885,0.31205882352941183,
26,0.11780717942331519,0.9631887755102041,7.089699625968933,0.21676470588235291,
27,0.403428776455777,0.8764285714285716,4.609678626060486,0.2973529411764706,
28,0.16337327313210284,0.9512499999999999,3.2980714440345764,0.36639705882352946,
29,0.10244322514959744,0.9683673469387756,3.558746874332428,0.37926470588235295,
30,0.2774044413651739,0.9149744897959183,4.752290606498718,0.2897794117647059,
31,0.41506124953074114,0.874642857142857,4.827165603637695,0.29926470588235293,
32,0.14929628794613695,0.9524999999999998,3.9366551637649536,0.3622794117647059,
33,0.04976534065125244,0.9903571428571428,3.628635585308075,0.3538235294117647,
34,0.04029629998175161,0.9892857142857142,4.414682626724243,0.3388970588235294,
35,0.02492684937481369,0.9916836734693878,3.556735396385193,0.37301470588235297,
36,0.08793960062653891,0.981607142857143,4.32014012336731,0.3348529411764706,
37,0.06476332872573819,0.9841071428571426,3.96532940864563,0.36404411764705885,
38,0.028740518959239125,0.9951785714285714,5.1028090715408325,0.3322794117647059,
39,0.040330477324979644,0.9877551020408161,4.22744357585907,0.31220588235294117,
40,0.052010650147816966,0.9899999999999999,4.467045187950134,0.36875,
