epoch,loss,accuracy,val_loss,val_accuracy,
1,1.440192507846015,0.5075510204081632,2.010792374610901,0.33588235294117647,
2,1.1054337386574065,0.5887244897959184,2.688588798046112,0.2922058823529412,
3,0.828981563448906,0.6823724489795919,2.8823837637901306,0.3432352941176471,
4,0.6661335400172642,0.7378826530612245,2.0227520763874054,0.42720588235294116,
5,0.7054425669567925,0.7396173469387757,2.0041903257369995,0.46139705882352944,
6,0.47785101351993425,0.8262499999999999,2.9028605818748474,0.3555147058823529,
7,0.1737172869699342,0.9477551020408163,2.398473560810089,0.42926470588235294,
8,0.10380644204893283,0.974642857142857,2.6786285042762756,0.45580882352941177,
9,0.09335213766566344,0.9732908163265305,3.452065587043762,0.4133088235294118,
10,0.212494794412383,0.9285714285714287,3.4519036412239075,0.3851470588235294,
11,0.08794842986389995,0.9715816326530612,3.1565526127815247,0.43625,
12,0.3906412481197289,0.8725765306122449,3.192351281642914,0.4050735294117647,
13,0.19019751011260919,0.9353571428571429,2.8723527789115906,0.47625,
14,0.07570551083024059,0.9782142857142858,2.9653117060661316,0.41183823529411767,
15,0.043357773683965206,0.9894642857142856,2.9140909910202026,0.47213235294117645,
16,0.02355093156386699,0.9940051020408164,3.487680196762085,0.4439705882352941,
17,0.2324610911309719,0.925612244897959,2.8622578978538513,0.44154411764705886,
18,0.15743611274021013,0.9530357142857141,3.2168883085250854,0.43220588235294116,
19,0.08493175796632256,0.9811479591836733,2.7608349323272705,0.45727941176470593,
20,0.2469535225204059,0.9215816326530611,3.910196840763092,0.3708088235294118,
21,0.6243204708610263,0.8205102040816327,3.4357175827026367,0.4476470588235294,
22,0.38082813950521605,0.8702551020408162,2.614351987838745,0.46514705882352947,
23,0.1674030235569392,0.9497193877551021,2.861868679523468,0.45279411764705885,
24,0.12771187099029443,0.9562499999999999,3.102778673171997,0.43580882352941175,
25,0.02813455996303154,0.9909693877551021,3.185924530029297,0.4460294117647059,
26,0.04333084193058312,0.9896428571428572,2.975150227546692,0.47404411764705884,
27,0.05242301497076239,0.9829336734693876,3.208379805088043,0.4919117647058823,
28,0.12961683035661867,0.9632142857142857,4.450961470603943,0.39749999999999996,
29,0.023141502968168685,0.994642857142857,3.717815935611725,0.4516176470588235,
30,0.01004646991246513,0.9985714285714284,3.3079081177711487,0.4647058823529412,
31,0.023378774390688965,0.9937500000000001,3.453700363636017,0.4749264705882353,
32,0.00883212241959492,0.9983928571428571,3.674798548221588,0.48,
33,0.0021156404337879004,1.0,3.3778738379478455,0.4785294117647059,
34,0.0015238800011242607,1.0,3.351609468460083,0.48617647058823527,
35,0.0024705541103945245,0.9998214285714286,3.2455180287361145,0.5022058823529412,
36,0.004913652558960686,0.9948979591836735,3.3239161372184753,0.4902941176470588,
37,0.0645000225028655,0.9764030612244898,3.1454943418502808,0.4590441176470588,
38,0.3271240969853742,0.8997193877551021,5.665100932121277,0.3774264705882353,
39,0.2558118504072939,0.9159693877551021,3.3873640298843384,0.45125,
40,0.1513533332784261,0.9550765306122451,3.35332190990448,0.45779411764705885,
